	antennas	IF	scan	scantime	scansource	DRArr	DLArr
0	BR	1	1	19.21666717529297	3C279	0j	0j
1	FD	1	1	19.21666717529297	3C279	(-1.5988550071033435e-06-7.723880910777932e-06j)	(1.4751157786810252e-06+2.9741191127347345e-06j)
2	HN	1	1	19.21666717529297	3C279	0j	0j
3	KP	1	1	19.21666717529297	3C279	0j	0j
4	LA	1	1	19.21666717529297	3C279	0j	0j
5	MK	1	1	19.21666717529297	3C279	(-2.4247785946874567e-06+6.6705671119504455e-06j)	(3.0078755531451524e-06-2.5477264082866127e-05j)
6	NL	1	1	19.21666717529297	3C279	0j	0j
7	OV	1	1	19.21666717529297	3C279	0j	0j
8	PT	1	1	19.21666717529297	3C279	0j	0j
9	SC	1	1	19.21666717529297	3C279	0j	0j
10	BR	1	2	19.54305648803711	1633+382	(-9.570177368422354e-07-1.1203069276705413e-06j)	(-1.0350174815168996e-06+1.315611695725509e-06j)
11	FD	1	2	19.54305648803711	1633+382	0j	0j
12	HN	1	2	19.54305648803711	1633+382	0j	0j
13	KP	1	2	19.54305648803711	1633+382	0j	0j
14	LA	1	2	19.54305648803711	1633+382	0j	0j
15	MK	1	2	19.54305648803711	1633+382	0j	0j
16	NL	1	2	19.54305648803711	1633+382	(-1.2777741214999135e-06+2.5562865387610067e-06j)	(3.811288588636111e-07-4.092037926325601e-07j)
17	OV	1	2	19.54305648803711	1633+382	0j	0j
18	PT	1	2	19.54305648803711	1633+382	0j	0j
19	SC	1	2	19.54305648803711	1633+382	0j	0j
20	BR	1	3	19.601388931274414	3C345	(-1.959289357397214e-06-5.4988159367201e-06j)	(3.403704250606823e-06+3.850587156882225e-06j)
21	FD	1	3	19.601388931274414	3C345	0j	0j
22	HN	1	3	19.601388931274414	3C345	0j	0j
23	KP	1	3	19.601388931274414	3C345	0j	0j
24	LA	1	3	19.601388931274414	3C345	(-5.19966194277989e-06-8.015567857329624e-07j)	(-1.2854524239717186e-06-4.504112817924162e-06j)
25	MK	1	3	19.601388931274414	3C345	0j	0j
26	NL	1	3	19.601388931274414	3C345	0j	0j
27	OV	1	3	19.601388931274414	3C345	0j	0j
28	PT	1	3	19.601388931274414	3C345	0j	0j
29	SC	1	3	19.601388931274414	3C345	0j	0j
30	BR	1	4	20.125	1633+382	0j	0j
31	FD	1	4	20.125	1633+382	0j	0j
32	HN	1	4	20.125	1633+382	(-3.0487639923429416e-07+4.7092914961303425e-07j)	(-3.796564209892209e-06+1.216906377587837e-06j)
33	KP	1	4	20.125	1633+382	0j	0j
34	LA	1	4	20.125	1633+382	0j	0j
35	MK	1	4	20.125	1633+382	0j	0j
36	NL	1	4	20.125	1633+382	0j	0j
37	OV	1	4	20.125	1633+382	(-1.2249417605558207e-06+1.4831621700820062e-06j)	(-1.7413150191218636e-06-1.0291595024709115e-07j)
38	PT	1	4	20.125	1633+382	0j	0j
39	SC	1	4	20.125	1633+382	0j	0j
40	BR	1	5	20.18194580078125	3C345	0j	0j
41	FD	1	5	20.18194580078125	3C345	0j	0j
42	HN	1	5	20.18194580078125	3C345	0j	0j
43	KP	1	5	20.18194580078125	3C345	(-4.133956912974723e-06+3.513144223144936e-06j)	(1.037296202251672e-05-8.28183879162365e-06j)
44	LA	1	5	20.18194580078125	3C345	(3.762164953316514e-06+2.7598228958308304e-06j)	(-4.492348655612382e-06+1.744136582268685e-06j)
45	MK	1	5	20.18194580078125	3C345	0j	0j
46	NL	1	5	20.18194580078125	3C345	0j	0j
47	OV	1	5	20.18194580078125	3C345	0j	0j
